rank,l5,suggested_filename,image_url,product_url,retailer
86,PEVA shower curtain with rings,086_peva-shower-curtain-with-rings.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/d5/d57a4ffd24830190fb192721ce9325c8.jpg,https://fix-price.com/catalog/dlya-doma/p-5030042-shtora-dlya-vannoy-ath-epublic-180h180-sm-v-assortimente,Fix Price
87,"Woven PVC placemat, rectangular",087_woven-pvc-placemat-rectangular.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1080/2546556_8714333024368-111_01_wlwhz9.webp,https://www.action.com/pl-pl/p/2546556/tkana-podkladka-pod-talerz/,Action
88,Small glass snack bowl,088_small-glass-snack-bowl.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1080/3223577_8718885337969-111_01_rz0bu2.webp,https://www.action.com/pl-pl/p/3223577/miska/,Action
89,Wired in-ear earphones (3.5 mm / USB-C),089_wired-in-ear-earphones-3-5-mm-usb-c.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/_default_upload_bucket/5013083_kopia_jpg_345_0_62781800_1788187832.jpg,https://fix-price.com/catalog/dlya-doma/elektrotovary/p-5013083-naushniki--115-sm-v-assortimente,Fix Price
90,Box grater (4-sided),090_box-grater-4-sided.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/50/509e390df34cb37890824d855850700c.jpg,https://fix-price.com/catalog/dlya-doma/p-5021252-trka-chetyrhgrannaya-itchen-205h9-sm,Fix Price
91,Milk pan / small saucepan with handle (1-1.5 L),091_milk-pan-small-saucepan-with-handle-1-1-5-l.jpg,https://s.f.kz/prod/2513/2512433_550.jpg,https://www.flip.kz/catalog?prod=2512433,Flip.kz
92,Rectangular metal baking / roasting tin (25-40 cm),092_rectangular-metal-baking-roasting-tin-25-40-cm.jpg,https://www.carrefour.pl/images/product/350x350/mc-blacha-wysoka-30x25x6-non-stick-r6lr44.jpg,https://www.carrefour.pl/zakupy-niecodzienne/dom-i-ogrod/wyposazenie-domu/kuchnia-i-jadalnia/formy-do-ciast-84/mc-blacha-wysoka-30x25x6-non-stick,Carrefour
93,Melamine sponges (magic eraser),093_melamine-sponges-magic-eraser.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/6b/6bf3a8bcf0f8822bffaf331f19875cd5.jpg,https://fix-price.com/catalog/dlya-doma/p-5025433-gubki-melaminovye-8-sht,Fix Price
94,Spray mop with refillable tank,094_spray-mop-with-refillable-tank.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/55/5560809f288e8b1876f014e2fd02be31.jpg,https://fix-price.com/catalog/dlya-doma/p-5044149-shvabra-s-raspylitelem-ome-ime-127-sm,Fix Price
95,Soap-dispensing scrub brush,095_soap-dispensing-scrub-brush.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/71/71b362e6b410083771818ba151bb05f9.jpg,https://fix-price.com/catalog/dlya-doma/p-5041119-schtka-s-dozatorom-ome-ime-17-sm,Fix Price
96,Small snack pot / snack container,096_small-snack-pot-snack-container.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3219146_8711568115045-110_01_esiaz2.webp,https://www.action.com/pl-pl/p/3219146/pojemnik-na-przekaski-lowenthal/,Action
97,"Hot-melt glue sticks, refill pack",097_hot-melt-glue-sticks-refill-pack.jpg,https://www.carrefour.pl/images/product/350x350/wklad-klejowy-przezroczysty-crootech-udisru.jpg,https://www.carrefour.pl/zakupy-niecodzienne/dom-i-ogrod/remont-i-warsztat/kleje-kf/wklad-klejowy-przezroczysty-crootech-w-laskach-do-pistoletu,Carrefour
98,"Dinner / side plate, single (19-31 cm)",098_dinner-side-plate-single-19-31-cm.jpg,https://www.carrefour.pl/images/product/350x350/talerz-plytki-florentyna-parma-27-x-27-cm-3t9065-ah9btl.jpg,https://www.carrefour.pl/zakupy-niecodzienne/dom-i-ogrod/wyposazenie-domu/kuchnia-i-jadalnia/zastawa-stolowa/talerz-plytki-florentyna-parma-27-x-27-cm-3t9065,Carrefour
99,Flat microfibre mop with telescopic handle,099_flat-microfibre-mop-with-telescopic-handle.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/ef/ef436516e0c5c0667e28123159a52c9a.jpg,https://fix-price.com/catalog/dlya-doma/p-5044144-shvabra-s-teleskopicheskoy-ruchkoy-ome-ime-120-sm,Fix Price
100,Plastic laundry basket,100_plastic-laundry-basket.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3013156_8009404277423-111_01_gdsdmz.webp,https://www.action.com/pl-pl/p/3013156/kosz-na-pranie-tontarelli/,Action
101,"Night light (USB / battery), children's or bedside",101_night-light-usb-battery-children-s-or-bedside.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/34720191.webp,https://www.action.com/pl-pl/p/3213543/lampka-nocna/,Action
102,"Wooden clothes hangers, set",102_wooden-clothes-hangers-set.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/64/646eb135f8d7b9180c3b000eae829ce8.jpg,https://fix-price.com/catalog/dlya-doma/p-5060521-veshalki-derevyannye-ome-ime-5-sht-v-assortimente,Fix Price
103,"Plastic clip-lock food container, single",103_plastic-clip-lock-food-container-single.jpg,https://www.carrefour.pl/images/product/350x350/pojemnik-curver-grand-chef-16-l-164795-hl5db3.jpg,https://www.carrefour.pl/zakupy-niecodzienne/dom-i-ogrod/wyposazenie-domu/kuchnia-i-jadalnia/przechowywanie-zywnosci/pojemnik-curver-grand-chef-16-l-164795,Carrefour
104,"Scented tealight candles, multipack",104_scented-tealight-candles-multipack.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/59/59cb6bdf37aeb7c2cbb4499e92e64f45.jpg,https://fix-price.com/catalog/suveniry-i-podarki/p-5231125-svechi-chaynye-aromatizirovannye-12-sht-v-assortimente,Fix Price
105,USB wall charger (USB-A + Type-C),105_usb-wall-charger-usb-a-type-c.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/5933223684028c3ae2b11e49e832c437_33.jpg,https://fix-price.com/catalog/dlya-doma/p-5013536-setevoe-zaryadnoe-ustroystvo---ype--v-assortimente,Fix Price
106,Refillable pump soap dispenser,106_refillable-pump-soap-dispenser.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/4a/4a6ef51e96b5010d31ced0059ca40617.jpg,https://fix-price.com/catalog/dlya-doma/p-5035239-dozator-universalnyy-ath-epublic-500-ml-v-assortimente,Fix Price
107,Phone stand / suction phone holder,107_phone-stand-suction-phone-holder.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3219020_8715409246806-110_01_inwjel.webp,https://www.action.com/pl-pl/p/3219020/uchwyt-na-telefon-z-przyssawka-lab31/,Action
108,Duster brush with handle / extendable,108_duster-brush-with-handle-extendable.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/e1/e1d4df9ac8e45715c3b2cc0185e6ad88.jpg,https://fix-price.com/catalog/dlya-doma/p-5044143-schtka-dlya-pyli-ome-ime-53-sm-v-assortimente,Fix Price
109,"Mixing bowl (plastic / steel, 1-3 L)",109_mixing-bowl-plastic-steel-1-3-l.jpg,https://www.carrefour.pl/images/product/350x350/miska-domotti-miska-nierdzewna-extra-24-cm-81059-1uni4o.jpg,https://www.carrefour.pl/zakupy-niecodzienne/dom-i-ogrod/wyposazenie-domu/kuchnia-i-jadalnia/garnki-22/miska-domotti-miska-nierdzewna-extra-24-cm-81059,Carrefour
110,Silicone dish scrubber,110_silicone-dish-scrubber.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/48/4848defcab6521d3e1d7c15d3a13f304.jpg,https://fix-price.com/catalog/dlya-doma/p-5026320-schtka-silikonovaya-onome-v-assortimente,Fix Price
111,RGB colour-changing LED bulb with remote (E27),111_rgb-colour-changing-led-bulb-with-remote-e27.jpg,https://n11scdn.akamaized.net/a1/400_570/09/21/19/19/IMG-8920532394945195948.jpg,https://www.n11.com/urun/osram-9w-rgb-uzaktan-kumandali-led-ampul-renk-degistiren-6183276,n11
112,Stainless steel vacuum flask for drinks (0.5-1 L),112_stainless-steel-vacuum-flask-for-drinks-0-5-1-l.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3216035_8718964240340-111_01_vahpiz.webp,https://www.action.com/pl-pl/p/3216035/termos-prozniowy/,Action
113,"Glass teapot with infuser, ~1 L",113_glass-teapot-with-infuser-1-l.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1080/3213979_8712628700461-110_01_oo29ve.webp,https://www.action.com/pl-pl/p/3213979/dzbanek-do-zaparzania-herbaty/,Action
114,Printed cotton tea towel (novelty print),114_printed-cotton-tea-towel-novelty-print.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/_default_upload_bucket/5070776_anons_1080x1350.jpg,https://fix-price.com/catalog/dlya-doma/p-5070776-polotentse-kuhonnoe-ovoschi-50h30-sm-v-assortimente,Fix Price
115,"Reed diffuser with sticks, small (40-100 ml)",115_reed-diffuser-with-sticks-small-40-100-ml.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/8e4754f8b155e4ce4317eac764365e12_41.jpg,https://fix-price.com/catalog/suveniry-i-podarki/p-5243612-aromaticheskiy-diffuzor-iveresh-v-assortimente,Fix Price
116,Colander,116_colander.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/30191978.webp,https://www.action.com/pl-pl/p/2526286/sito-durszlak/,Action
117,Mini lidded storage box (0.5-3.5 L),117_mini-lidded-storage-box-0-5-3-5-l.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/2546379_5715079100203-110_01_vocbsc.webp,https://www.action.com/pl-pl/p/2546379/pojemnik-do-przechowywania-z-pokrywka-0-65-l/,Action
118,Artificial flower stem / branch,118_artificial-flower-stem-branch.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/2e637c7b0404064e55072180f76fc27b_33.jpg,https://fix-price.com/catalog/suveniry-i-podarki/p-5240274-tsvetok-iskusstvennyy-vetka-sireni-v-assortimente,Fix Price
119,Sink soap dispenser with sponge holder,119_sink-soap-dispenser-with-sponge-holder.jpg,https://n11scdn.akamaized.net/a1/400_570/15/56/56/24/IMG-3755239315462597196.jpg,https://www.n11.com/urun/suntel-tezgah-ustu-sivi-sabunluk-ve-sungerlik-organizer-siyah-90695440,n11
120,Cellulose sponge,120_cellulose-sponge.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/bb/bb999d3c8fe513a5156309de79a8001c.jpg,https://fix-price.com/catalog/dlya-doma/p-5026319-gubka-tsellyuloznaya-onome-v-assortimente,Fix Price
121,Motion-sensor LED stick-on light (wardrobe/stairs),121_motion-sensor-led-stick-on-light-wardrobe-stairs.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3221709_8718964270385-111_01_eu2ypk.webp,https://www.action.com/pl-pl/p/3221709/oswietlenie-szafy-z-czujnikiem-ruchu/,Action
122,Large plastic storage box with lid (25-45 L),122_large-plastic-storage-box-with-lid-25-45-l.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/2535481_8010059016527-110_03_vvn1lg.webp,https://www.action.com/pl-pl/p/2535481/pojemnik-do-przechowywania-heidrun/,Action
123,Butter dish with lid,123_butter-dish-with-lid.jpg,https://resources.cdn-kaspi.kz/img/m/p/h11/h85/86732835094558.png?format=gallery-large,https://kaspi.kz/shop/p/lsdecor-kz-maslenka-keramicheskaja-maslenka-oval-naja-1-sht-keramika-122181818/,Kaspi
124,Decorative cushion cover 40x40,124_decorative-cushion-cover-40x40.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/26/26c7ab6bc9e296bc9391e15cef8536a4.jpg,https://fix-price.com/catalog/dlya-doma/p-5072133-navolochka-dekorativnaya-4040-sm-v-assortimente,Fix Price
125,Dish drying rack / drainer tray,125_dish-drying-rack-drainer-tray.jpg,https://n11scdn.akamaized.net/a1/400_570/11/21/04/78/IMG-237670833661124402.jpg,https://www.n11.com/urun/porsima-5328-acilir-kapanir-bulasik-tepsisi-bulasiklik-tezgah-ustu-kurutmalik-durulama-mati-su-akitma-kanalli-bulasik-sepeti-gri-beyaz-120975073,n11
126,Vacuum storage bag,126_vacuum-storage-bag.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/07/07c6c2d062600635a00e8605f20f196c.png,https://fix-price.com/catalog/dlya-doma/aksessuary-dlya-odezhdy/p-5062050-vakuumnyy-paket-s-aromatom-ome-ime-50h70-sm-v-assortimente,Fix Price
127,Decorative filled cushion,127_decorative-filled-cushion.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/67/67f7c685f2b893ae2f9b871b697b55f1.jpg,https://fix-price.com/catalog/dlya-doma/p-5246161-podushka-dekorativnaya-kapriana-imp,Fix Price
128,Multi-connector charging cable (3-in-1 / 6-in-1),128_multi-connector-charging-cable-3-in-1-6-in-1.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3222946_8711332493201-110_01_s9cn5e.webp,https://www.action.com/pl-pl/p/3222946/kabel-do-ladowania-i-przesylania-danych-6w1-sologic/,Action
129,Small printed rug / kitchen mat (40x60),129_small-printed-rug-kitchen-mat-40x60.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/3a/3a816168be0d08ce2afa23f9cfbae8f7.png,https://fix-price.com/catalog/dlya-doma/p-5080245-kovrik-universalnyy-4060-sm-v-assortimente,Fix Price
130,Shoe horn,130_shoe-horn.jpg,https://n11scdn.akamaized.net/a1/400_570/16/76/17/68/IMG-5623824399103385954.jpg,https://www.n11.com/urun/ayakkabi-cekecegi-kerata-metal-cekecek-70-cm-48672071,n11
131,Silicone toilet brush,131_silicone-toilet-brush.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/df/df5df9516d28d5f2d56f8aaded91b57a.jpg,https://fix-price.com/catalog/dlya-doma/p-5031127-rsh-dlya-unitaza-silikonovyy-ath-epublic-39-sm-v-assortimente,Fix Price
132,Sink / tap sponge holder caddy,132_sink-tap-sponge-holder-caddy.jpg,https://n11scdn.akamaized.net/a1/400_570/08/67/58/12/IMG-7474057722852198092.jpg,https://www.n11.com/urun/mainshop-2-adet-siyah-celik-bulasik-sunger-tutucu-bulasik-sungeri-tutacagi-3-m-aski-yapiskanli-paslanmaz-siyah-69929755,n11
133,"Disposable piping bags, multipack",133_disposable-piping-bags-multipack.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1080/27711737.webp,https://www.action.com/pl-pl/p/2578387/profesjonalne-rekawy-cukiernicze/,Action
134,"Wall clock, small (20-30 cm)",134_wall-clock-small-20-30-cm.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3204371_8721037954075-110_01_idjjd5.webp,https://www.action.com/pl-pl/p/3204371/zegar-scienny/,Action
135,"Shoe insoles, cushioning (cut-to-size)",135_shoe-insoles-cushioning-cut-to-size.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/4b/4b5929aace6d5b00760c8b7cc94be3f1.jpg,https://fix-price.com/catalog/dlya-doma/p-5054172-stelki-appy-oot-1-para-v-assortimente,Fix Price
136,"Elastic food covers (shower-cap style), multipack",136_elastic-food-covers-shower-cap-style-multipack.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3205806_8713815207121-111_01_fugacw.webp,https://www.action.com/pl-pl/p/3205806/pokrowce-na-produkty-spozywcze-dumil/,Action
137,"Disposable gloves, multipack",137_disposable-gloves-multipack.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/e47844a539f7c4174c493d7634e9020d_6.jpg,https://fix-price.com/catalog/dlya-doma/p-5043176-perchatki-odnorazovye-onome-25-par-v-assortimente,Fix Price
138,Microfibre glass & mirror cloth,138_microfibre-glass-mirror-cloth.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/09/0903803c958df8090dd527f45da67c60.jpg,https://fix-price.com/catalog/dlya-doma/p-5040657-nanotryapka-onome-18h16-sm-2-sht-v-assortimente,Fix Price
139,Non-stick frying pan (24-28 cm),139_non-stick-frying-pan-24-28-cm.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3215461_5907078491066-110_01_zfvrjh.webp,https://www.action.com/pl-pl/p/3215461/patelnia-ambition/,Action
140,LED candle bulb E14,140_led-candle-bulb-e14.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3224358_8721103158840-111_01_xmthys.webp,https://www.action.com/pl-pl/p/3224358/zarowka-led-z-mozliwoscia-przyciemniania-swiatla-philips/,Action
141,Toilet seat lid cover (textile),141_toilet-seat-lid-cover-textile.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/f0/f08f8591858336d2a58ecd6a789270d5.jpg,https://fix-price.com/catalog/dlya-doma/p-5033164-chehol-na-sidene-unitaza-ath-epublic-v-assortimente,Fix Price
142,Toothbrush tumbler/cup,142_toothbrush-tumbler-cup.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/10/100591a9cde5f1fdcee01e22f7619859.jpg,https://fix-price.com/catalog/dlya-doma/p-5031116-stakan-dlya-vannoy-ath-epublic-9-sm,Fix Price
143,"LED fairy string lights, battery (non-seasonal)",143_led-fairy-string-lights-battery-non-seasonal.jpg,https://n11scdn.akamaized.net/a1/400_570/04/73/01/37/IMG-8527401150298949792.jpg,https://www.n11.com/urun/3-metre-pilli-peri-led-dekor-isik-gunisigi-dekoratif-led-lamba-sari-6476953,n11
144,"Entrance door mat (PP pile, rubber back)",144_entrance-door-mat-pp-pile-rubber-back.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/_default_upload_bucket/5080230_anons_1080x1350.jpg,https://fix-price.com/catalog/dlya-doma/p-5080230-kovrik-pridvernyy-50h76-sm-v-assortimente,Fix Price
145,Digital kitchen scale,145_digital-kitchen-scale.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/5b/5bea96a951b0e55b27704e019b0555ea.jpg,https://fix-price.com/catalog/dlya-doma/p-5092663-vesy-elektronnye-kuhonnye-s-mernym-stakanom-itchen-12-l-v-assortimente,Fix Price
146,Button cell batteries (LR44 / watch SR626),146_button-cell-batteries-lr44-watch-sr626.jpg,https://www.carrefour.pl/images/product/org/duracell-lr44-15-v-b-baterie-alkaliczne-2-sztuki-ahx2N2.jpg,https://www.carrefour.pl/zakupy-niecodzienne/elektronika/telewizory-i-rtv-59/akcesoria-pi/baterie-lm/duracell-lr44-15-v-b-baterie-alkaliczne-2-sztuki,Carrefour
147,Foldable fabric storage box / cube,147_foldable-fabric-storage-box-cube.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3005397_8718964317486-110_01_rwsita.webp,https://www.action.com/pl-pl/p/3005397/skladany-kosz-do-przechowywania-home-accents/,Action
148,Quilted zip pillow protector,148_quilted-zip-pillow-protector.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/8f/8fd82f17a1f9f880490a366bc53c8188.jpg,https://fix-price.com/catalog/dlya-doma/p-5072139-chehol-stganyy-na-molnii-7070-sm,Fix Price
149,"Day-night (zebra) roller blind, small",149_day-night-zebra-roller-blind-small.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/48/48d879d9b959622965ee4ccf7e1f52c4.jpg,https://fix-price.com/catalog/dlya-doma/p-5073092-shtora-rulonnaya-den-noch-ome-ime-50h150-sm-v-assortimente,Fix Price
150,"Pillar candle, unscented / lightly scented",150_pillar-candle-unscented-lightly-scented.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3205094_8718964280476-110_01_njmqnh.webp,https://www.action.com/pl-pl/p/3205094/swieca-pienkowa/,Action
151,"Dinner / taper candles, multipack",151_dinner-taper-candles-multipack.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/28175836.webp,https://www.action.com/pl-pl/p/3207521/swiece-stolowe-candra/,Action
152,Disposable pocket gas lighter,152_disposable-pocket-gas-lighter.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/2527288_8711292206637-110_01_dswnmo.webp,https://www.action.com/pl-pl/p/2527288/zapalniczka-gazowa-flame-classics/,Action
153,Hand brush and dustpan set,153_hand-brush-and-dustpan-set.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/a8022f031eefb6d7b4445898557fd7ab_17.jpg,https://fix-price.kz/ru/catalog/dlya-doma/p-5041118-komplekt-schtka-smtka-s-sovkom-v-assortimente,Fix Price
154,Decorative tray (marble-look / wood),154_decorative-tray-marble-look-wood.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3216037_8718964240159-110_01_ljphzv.webp,https://www.action.com/pl-pl/p/3216037/,Action
155,Dish drying mat (absorbent),155_dish-drying-mat-absorbent.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/23/234035fe32585c12a8b4f92c04af77f4.jpg,https://fix-price.com/catalog/dlya-doma/p-5071094-kovrik-pod-posudu-38h50-sm-v-assortimente,Fix Price
156,"Glass tea cup with handle, single",156_glass-tea-cup-with-handle-single.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1080/3217091_883314051841-111_01_qfhnrs.webp,https://www.action.com/pl-pl/p/3217091/szklanka-do-herbaty/,Action
157,Alarm clock (digital / analogue),157_alarm-clock-digital-analogue.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/2579600_5714988113885-110_02_nomznq.webp,https://www.action.com/pl-pl/p/2579600/budzik-cyfrowy/,Action
158,"Serrated paring knives, multipack",158_serrated-paring-knives-multipack.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3208720_8715986200840-110_01_tjjy04.webp,https://www.action.com/pl-pl/p/3208720/nozyki-kuchenne-lowenthal/,Action
159,Handheld magnifying glass,159_handheld-magnifying-glass.jpg,https://n11scdn.akamaized.net/a1/400_570/04/05/51/37/IMG-5198755138858762020.jpg,https://www.n11.com/urun/mas-buyutec-90-mm-1108-33216925,n11
160,Solid cooking / serving spoon,160_solid-cooking-serving-spoon.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/5b/5b17349c3c608c63227add7297dca497.jpg,https://fix-price.com/catalog/dlya-doma/p-5092465-lojka-kuhonnaya-itchen35-sm-v-assortimente,Fix Price
161,12V remote-control batteries (A23 / A27),161_12v-remote-control-batteries-a23-a27.jpg,https://www.carrefour.pl/images/product/350x350/energizer-a23-12-v-baterie-alkaliczne-2-sztuki-NNbjSF.jpg,https://www.carrefour.pl/zakupy-niecodzienne/elektronika/telewizory-i-rtv-59/akcesoria-pi/baterie-lm/energizer-a23-12-v-baterie-alkaliczne-2-sztuki,Carrefour
162,Shoelaces,162_shoelaces.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/39199149.webp,https://www.action.com/pl-pl/p/2545900/sznurowki-shoe-like/,Action
163,"Cleaning brush set, assorted sizes (3 pcs)",163_cleaning-brush-set-assorted-sizes-3-pcs.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/52/522d7bc8e81e91bc93e6daf0d06b0997.jpg,https://fix-price.com/catalog/dlya-doma/p-5041056-nabor-schtok-ome-ime-3-sht-v-assortimente,Fix Price
164,LED spot bulb GU10 / GU5.3,164_led-spot-bulb-gu10-gu5-3.jpg,https://www.carrefour.pl/images/product/350x350/simpl-zarowka-led-45w-gu10-bialy-cieply-grup23.jpg,https://www.carrefour.pl/zakupy-niecodzienne/dom-i-ogrod/wyposazenie-domu/oswietlenie-a8/zarowki-74/simpl-zarowka-led-45w-gu10-bialy-cieply,Carrefour
165,Instant shoe-shine sponge,165_instant-shoe-shine-sponge.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/f104ab947f379a099a3e2e7d20389601_24.jpg,https://fix-price.com/catalog/dlya-doma/p-5053049-gubka-dlya-obuvi-pridayuschaya-blesk-appy-oot-bestsvetnaya,Fix Price
166,"Glass drinking tumbler, single",166_glass-drinking-tumbler-single.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1080/3217491_8712628207489-110_01_combbn.webp,https://www.action.com/pl-pl/p/3217491/szklanka/,Action
167,Boot / shoe drip tray,167_boot-shoe-drip-tray.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/_default_upload_bucket/5069284_anons_1080x1350.jpg,https://fix-price.com/catalog/dlya-doma/p-5069284-poddon-dlya-obuvi-70h3h37-sm,Fix Price
168,"Super glue (cyanoacrylate), small tube",168_super-glue-cyanoacrylate-small-tube.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1080/22690535.webp,https://www.action.com/pl-pl/p/2562356/klej-blyskawiczny-bison/,Action
169,Spoon rest,169_spoon-rest.jpg,https://n11scdn.akamaized.net/a1/400_570/15/20/53/83/IMG-1884614981554984481.jpg,https://www.n11.com/urun/porsima-org-85-kasik-ve-kapak-tutucu-kasik-kepce-altligi-antrasit-55949625,n11
170,Salad spinner,170_salad-spinner.jpg,https://n11scdn.akamaized.net/a1/400_570/14/85/44/76/IMG-4683340146394658148.jpg,https://www.n11.com/urun/gondol-vega-salata-kurutucu-44-lt-g25-yesil-34411731,n11
171,Scented wax melts for aroma burner,171_scented-wax-melts-for-aroma-burner.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/8e/8e4fbd40f14a9d9d5d2e43febef0ff23.JPG,https://fix-price.com/catalog/suveniry-i-podarki/p-5246096-aromavosk-d_aromalampy-imp,Fix Price
172,Toilet roll holder,172_toilet-roll-holder.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1920/2577322_8711292206675-111_01_m16wi0.webp,https://www.action.com/pl-pl/p/2577322/uchwyt-na-papier-toaletowy/,Action
173,Stretch chair cover,173_stretch-chair-cover.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/45/45b4f914689b2ee43d846f6b565d5366.jpg,https://fix-price.com/catalog/dlya-doma/p-5062073-chehol-na-stul-ome-ime-v-assortimente,Fix Price
174,Flat abrasive scouring pads,174_flat-abrasive-scouring-pads.jpg,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/717e66407111d16877036f74a0bb4cce_32.jpg,https://fix-price.kz/ru/catalog/dlya-doma/p-5026314-salfetki-abrazivnye-125h15-sm-3-sht-v-assortimente,Fix Price
175,Mesh sieve with handle,175_mesh-sieve-with-handle.jpg,https://asset.action.com/image/upload/t_digital_product_image/w_1080/38559550.webp,https://www.action.com/pl-pl/p/2500062/sito-z-uchwytem/,Action
176,"Alkaline D (LR20) batteries, 2-pack",176_alkaline-d-lr20-batteries-2-pack.jpg,https://www.carrefour.pl/images/product/350x350/duracell-d-lr20-mn1300-1-5-v-baterie-alkaliczne-2-sztuki-hfDFiV.jpg,https://www.carrefour.pl/zakupy-niecodzienne/elektronika/telewizory-i-rtv-59/akcesoria-pi/baterie-lm/duracell-d-lr20-mn1300-1-5-v-baterie-alkaliczne-2-sztuki,Carrefour
